Code;Libellé;Population municipale 2016;Boulangerie 2017
35222;Pleine-Fougères;1984;2
35223;Plélan-le-Grand;3892;2
35224;Plerguer;2659;1
35225;Plesder;795;1
35226;Pleugueneuc;1870;1
35227;Pleumeleuc;3270;1
35228;Pleurtuit;6703;5
35229;Pocé-les-Bois;1283;1
35230;Poilley;383;0
35231;Poligné;1203;1
35232;Princé;376;0
35233;Québriac;1584;1
35234;Quédillac;1184;1
35235;Rannée;1102;0
35236;Redon;8889;8
35237;Renac;993;1
35238;Rennes;216268;118
35239;Retiers;4313;3
35240;Le Rheu;8571;4
35241;La Richardais;2243;3
35242;Rimou;332;0
35243;Romagné;2376;2
35244;Romazy;257;0
35245;Romillé;3891;2
35246;Roz-Landrieux;1339;0
35247;Roz-sur-Couesnon;1011;1
35248;Sains;495;0
35249;Sainte-Anne-sur-Vilaine;1008;1
35250;Saint-Armel;1869;1
35251;Saint-Aubin-d'Aubigné;3691;3
35252;Saint-Aubin-des-Landes;945;0
35253;Saint-Aubin-du-Cormier;3806;3
35255;Saint-Benoît-des-Ondes;1006;1
35256;Saint-Briac-sur-Mer;2007;2
35257;Maen Roch;4779;3
35258;Saint-Brieuc-des-Iffs;344;0
35259;Saint-Broladre;1129;1
35260;Saint-Christophe-des-Bois;587;1
35261;Saint-Christophe-de-Valains;220;0
35262;Sainte-Colombe;342;0
35263;Saint-Coulomb;2674;3
35264;Saint-Didier;2026;1
35265;Saint-Domineuc;2515;1
35266;Saint-Erblon;2925;2
35268;Saint-Ganton;422;1
35270;Saint-Georges-de-Gréhaigne;372;0
35271;Saint-Georges-de-Reintembault;1527;0
35272;Saint-Germain-du-Pinel;914;0
35273;Saint-Germain-en-Coglès;2050;1
35274;Saint-Germain-sur-Ille;918;0
35275;Saint-Gilles;4716;2
35276;Saint-Gondran;536;0
35277;Saint-Gonlay;343;0
35278;Saint-Grégoire;9521;4
35279;Saint-Guinoux;1205;1
35280;Saint-Hilaire-des-Landes;1045;1
35281;Saint-Jacques-de-la-Lande;12917;6
35282;Rives-du-Couesnon;2845;3
35283;Saint-Jean-sur-Vilaine;1245;2
35284;Saint-Jouan-des-Guérets;2622;1
35285;Saint-Just;1072;1
35286;Saint-Léger-des-Prés;254;0
35287;Saint-Lunaire;2316;2
35288;Saint-Malo;46005;60
35289;Saint-Malo-de-Phily;1089;0
35290;Saint-Malon-sur-Mel;582;2
35291;Saint-Marcan;450;0
35292;Saint-Marc-le-Blanc;1682;1
35294;Sainte-Marie;2259;1
35295;Saint-Maugan;552;0
35296;Saint-Médard-sur-Ille;1307;0
35297;Saint-Méen-le-Grand;4622;5
35299;Saint-Méloir-des-Ondes;4032;3
35300;Saint-M'Hervé;1366;1
35302;Saint-Onen-la-Chapelle;1167;1
35304;Saint-Ouen-des-Alleux;1297;1
35305;Saint-Péran;407;0
35306;Saint-Père-Marc-en-Poulet;2280;1
35307;Saint-Pern;1025;0
35308;Mesnil-Roc'h;4279;3
35309;Saint-Rémy-du-Plain;828;0
35310;Saint-Sauveur-des-Landes;1512;1
35311;Saint-Séglin;557;0
35312;Saint-Senoux;1838;1
35314;Saint-Suliac;918;1
35315;Saint-Sulpice-la-Forêt;1302;0
35316;Saint-Sulpice-des-Landes;801;1
35317;Saint-Symphorien;621;0
35318;Saint-Thual;899;0
35319;Saint-Thurial;2069;1
35320;Saint-Uniac;534;0
35321;Saulnières;754;0
35322;Le Sel-de-Bretagne;1097;1
35324;La Selle-en-Luitré;569;0
35325;La Selle-Guerchaise;159;0
35326;Sens-de-Bretagne;2548;4
35327;Servon-sur-Vilaine;3611;3
35328;Sixt-sur-Aff;2113;1
35329;Sougéal;605;1
35330;Taillis;1001;0
35331;Talensac;2496;1
35332;Teillay;1066;1
35333;Le Theil-de-Bretagne;1751;1
35334;Thorigné-Fouillard;8425;3
35335;Thourie;786;0
35336;Le Tiercent;169;0
35337;Tinténiac;3565;4
35338;Torcé;1185;1
35339;Trans-la-Forêt;586;3
35340;Treffendel;1257;1
35342;Trémeheuc;341;0
35343;Tresboeuf;1265;1
35345;Trévérien;884;0
35346;Trimer;208;0
35347;Val-d'Izé;2586;1
35350;Vergéal;804;0
35351;Le Verger;1445;1
35352;Vern-sur-Seiche;7893;4
35353;Vezin-le-Coquet;5650;4
35354;Vieux-Viel;316;1
35355;Vieux-Vy-sur-Couesnon;1194;1
35356;Vignoc;1850;2
35357;Villamée;317;0
35358;La Ville-ès-Nonais;1184;0
35359;Visseiche;812;0
35360;Vitré;17884;21
35361;Le Vivier-sur-Mer;1045;1
35362;Le Tronchet;1154;2
35363;Pont-Péan;4225;3
36001;Aigurande;1435;3
36002;Aize;115;0
36003;Ambrault;899;1
36004;Anjouin;334;0
36005;Ardentes;3866;5
36006;Argenton-sur-Creuse;4940;6
36007;Argy;607;1
36008;Arpheuilles;224;0
36009;Arthon;1251;1
36010;Azay-le-Ferron;861;1
36011;Bagneux;175;0
36012;Baraize;345;0
36013;Baudres;444;0
36014;Bazaiges;210;1
36015;Beaulieu;56;0
36016;Bélâbre;974;2
36017;La Berthenoux;412;0
36018;Le Blanc;6521;6
36019;Bommiers;301;0
36020;Bonneuil;81;0
36021;Les Bordes;895;1
36022;Bouesse;433;2
36023;Bouges-le-Château;268;1
36024;Bretagne;155;0
36025;Briantes;607;0
36026;Brion;556;1
36027;Brives;262;0
36028;La Buxerette;107;0
36029;Buxeuil;222;0
36030;Buxières-d'Aillac;262;0
36031;Buzançais;4481;4
36032;Ceaulmont;728;0
36033;Celon;412;0
36034;Chabris;2741;3
36035;Chaillac;1063;1
36036;Chalais;143;0
36037;La Champenoise;272;0
36038;Champillet;161;0
36040;La Chapelle-Orthemale;115;0
36041;La Chapelle-Saint-Laurian;147;0
36042;Chasseneuil;695;0
36043;Chassignolles;567;1
36044;Châteauroux;44088;28
36045;Châtillon-sur-Indre;2672;2
36046;La Châtre;4178;4
36047;La Châtre-Langlin;535;0
36048;Chavin;272;1
36049;Chazelet;120;0
36050;Chezelles;477;0
36051;Chitray;180;1
36052;Chouday;151;0
36053;Ciron;566;1
36054;Cléré-du-Bois;252;0
36055;Clion;1043;1
36056;Cluis;1002;2
36057;Coings;851;0
36058;Concremiers;650;0
36059;Condé;244;0
36060;Crevant;725;2
36061;Crozon-sur-Vauvre;346;0
36062;Cuzion;443;1
36063;Déols;7541;5
36064;Diors;786;0
36065;Diou;250;0
36066;Douadic;445;0
36067;Dunet;102;0
36068;Dun-le-Poëlier;436;1
36069;Écueillé;1289;2
36070;Éguzon-Chantôme;1383;2
36071;Étrechet;997;1
36073;Feusines;208;0
36074;Fléré-la-Rivière;560;1
36075;Fontenay;89;0
36076;Fontgombault;248;0
36077;Fontguenand;234;0
36078;Fougerolles;345;0
36079;Francillon;76;0
36080;Frédille;71;0
36081;Gargilesse-Dampierre;292;0
36082;Gehée;258;0
36083;Giroux;117;0
36084;Gournay;298;0
36085;Guilly;243;0
36086;Heugnes;397;1
36087;Ingrandes;319;0
36088;Issoudun;11888;7
36089;Jeu-les-Bois;392;0
36090;Jeu-Maloches;132;0
36091;Lacs;657;0
36092;Langé;293;1
36093;Levroux;2957;2
36094;Lignac;463;1
36095;Lignerolles;102;0
36096;Lingé;231;0
36097;Liniez;326;0
36098;Lizeray;84;0
36099;Lourdoueix-Saint-Michel;323;1
36100;Lourouer-Saint-Laurent;275;0
36101;Luant;1487;1
36102;Luçay-le-Libre;102;0
36103;Luçay-le-Mâle;1375;2
36104;Lurais;248;0
36105;Lureuil;265;0
36106;Luzeret;152;0
36107;Lye;755;1
36108;Lys-Saint-Georges;224;0
36109;Le Magny;1081;0
36110;Maillet;264;0
36111;Malicornay;190;0
36112;Mâron;772;0
36113;Martizay;962;2
36114;Mauvières;317;0
36115;Menetou-sur-Nahon;113;0
36116;Ménétréols-sous-Vatan;118;0
36117;Le Menoux;428;1
36118;Méobecq;367;1
36119;Mérigny;535;0
36120;Mers-sur-Indre;650;1
36121;Meunet-Planches;175;0
36122;Meunet-sur-Vatan;192;0
36123;Mézières-en-Brenne;1021;1
36124;Migné;274;0
36125;Migny;127;0
36126;Montchevrier;454;0
36127;Montgivray;1613;0
36128;Montierchaume;1628;1
36129;Montipouret;558;0
36130;Montlevicq;115;0
36131;Mosnay;477;0
36132;La Motte-Feuilly;51;0
36133;Mouhers;231;0
36134;Mouhet;447;1
36135;Moulins-sur-Céphons;295;0
36136;Murs;128;0
36137;Néons-sur-Creuse;395;0
36138;Néret;195;0
36139;Neuillay-les-Bois;664;0
36140;Neuvy-Pailloux;1209;1
36141;Neuvy-Saint-Sépulchre;1656;3
36142;Niherne;1591;1
36143;Nohant-Vic;456;1
36144;Nuret-le-Ferron;308;0
36145;Obterre;196;0
36146;Orsennes;765;1
36147;Orville;138;0
36148;Oulches;408;0
36149;Palluau-sur-Indre;780;0
36150;Parnac;503;0
36152;Paudy;464;0
36153;Paulnay;328;0
36154;Le Pêchereau;1859;0
36155;Pellevoisin;767;1
36156;Pérassay;361;0
36157;La Pérouille;460;0
36158;Badecon-le-Pin;744;1
36159;Le Poinçonnet;5870;4
36160;Pommiers;243;0
36161;Le Pont-Chrétien-Chabenet;922;1
36162;Poulaines;870;1
36163;Pouligny-Notre-Dame;716;0
36164;Pouligny-Saint-Martin;224;0
36165;Pouligny-Saint-Pierre;1086;2
36166;Préaux;161;0
36167;Preuilly-la-Ville;164;0
36168;Prissac;635;1
36169;Pruniers;521;1
36170;Reboursin;109;0
36171;Reuilly;2031;2
36172;Rivarennes;570;1
36173;Rosnay;513;1
36174;Roussines;360;0
36175;Rouvres-les-Bois;291;0
36176;Ruffec;592;0
36177;Sacierges-Saint-Martin;315;0
36178;Saint-Aigny;284;0
36179;Saint-Aoustrille;220;0
36180;Saint-Août;844;1
36181;Saint-Aubin;183;0
36182;Saint-Benoît-du-Sault;607;1
36184;Saint-Chartier;517;1
36185;Saint-Christophe-en-Bazelle;389;0
36186;Saint-Christophe-en-Boucherie;256;1
36187;Saint-Civran;144;0
36188;Saint-Cyran-du-Jambot;220;0
36189;Saint-Denis-de-Jouhet;972;1
36190;Sainte-Fauste;276;0
36191;Saint-Florentin;539;0
36192;Saint-Gaultier;1827;4
36193;Sainte-Gemme;265;0
36194;Saint-Genou;982;2
36195;Saint-Georges-sur-Arnon;576;0
36196;Saint-Gilles;109;0
36197;Saint-Hilaire-sur-Benaize;307;0
36198;Saint-Lactencin;432;0
36199;Sainte-Lizaigne;1190;1
36200;Saint-Marcel;1585;0
36202;Saint-Maur;3601;5
36203;Saint-Médard;46;0
36204;Saint-Michel-en-Brenne;324;0
36205;Saint-Pierre-de-Jards;121;0
36207;Saint-Plantaire;600;1
36208;Sainte-Sévère-sur-Indre;780;2
36209;Saint-Valentin;281;0
36210;Sarzay;313;1
36211;Sassierges-Saint-Germain;487;0
36212;Saulnay;158;1
36213;Sauzelles;239;0
36214;Sazeray;305;0
36215;Ségry;515;0
36216;Selles-sur-Nahon;72;0
36217;Sembleçay;102;0
36218;Sougé;143;0
36219;Tendu;648;1
36220;Thenay;887;0
36221;Thevet-Saint-Julien;391;1
36222;Thizay;233;0
36223;Tilly;136;0
36224;Tournon-Saint-Martin;1172;2
36225;Le Tranger;169;0
36226;Tranzault;353;0
36227;Urciers;246;0
36228;Valençay;2391;4
36229;Val-Fouzon;1012;2
36230;Vatan;2019;4
36231;Velles;996;1
36232;Vendoeuvres;1072;2
36233;La Vernelle;749;1
36234;Verneuil-sur-Igneraie;313;0
36235;Veuil;375;0
36236;Vicq-Exemplet;319;0
36237;Vicq-sur-Nahon;735;1
36238;Vigoulant;104;0
36239;Vigoux;461;0
36240;Vijon;306;0
36241;Villedieu-sur-Indre;2721;3
36242;Villegongis;116;0
36243;Villegouin;339;0
36244;Villentrois-Faverolles-en-Berry;913;2
36246;Villiers;182;0
36247;Vineuil;1224;1
36248;Vouillon;236;0
37001;Abilly;1151;1
37002;Ambillou;1816;1
37003;Amboise;12761;11
37004;Anché;415;0
37005;Antogny-le-Tillac;513;0
37006;Artannes-sur-Indre;2621;1
37007;Assay;163;0
37008;Athée-sur-Cher;2668;1
37009;Autrèche;429;0
37010;Auzouer-en-Touraine;2210;0
37011;Avoine;1736;1
37012;Avon-les-Roches;548;0
37013;Avrillé-les-Ponceaux;487;0
37014;Azay-le-Rideau;3434;5
37015;Azay-sur-Cher;3073;2
37016;Azay-sur-Indre;381;0
37018;Ballan-Miré;7943;3
37019;Barrou;478;1
37020;Beaulieu-lès-Loches;1782;2
37021;Beaumont-Louestault;1675;1
37022;Beaumont-en-Véron;2699;2
37023;Beaumont-Village;270;0
37024;Benais;931;1
37025;Berthenay;716;0
37026;Betz-le-Château;573;0
37027;Bléré;5308;4
37028;Bossay-sur-Claise;763;1
37029;Bossée;331;1
37030;Le Boulay;791;0
37031;Bourgueil;3912;4
37032;Bournan;273;0
37033;Boussay;234;0
37034;Braslou;308;0
37035;Braye-sous-Faye;325;0
37036;Braye-sur-Maulne;175;0
37037;Brèches;274;0
37038;Bréhémont;773;1
37039;Bridoré;527;0
37040;Brizay;289;0
37041;Bueil-en-Touraine;318;0
37042;Candes-Saint-Martin;212;0
37043;Cangey;1068;0
37044;La Celle-Guenand;375;0
37045;La Celle-Saint-Avant;1072;1
37046;Céré-la-Ronde;451;1
37047;Cerelles;1190;0
37048;Chambon;321;0
37049;Chambourg-sur-Indre;1325;1
37050;Chambray-lès-Tours;11548;12
37051;Champigny-sur-Veude;863;2
37052;Chançay;1135;1
37053;Chanceaux-près-Loches;134;0
37054;Chanceaux-sur-Choisille;3503;2
37055;Channay-sur-Lathan;836;0
37056;La Chapelle-aux-Naux;571;0
37057;La Chapelle-Blanche-Saint-Martin;687;1
37058;La Chapelle-sur-Loire;1453;0
37059;Charentilly;1273;1
37060;Chargé;1303;0
37061;Charnizay;502;0
37062;Château-la-Vallière;1777;1
37063;Château-Renault;5019;3
37064;Chaumussay;226;0
37065;Chaveignes;554;1
37066;Chédigny;563;1
37067;Cheillé;1804;1
37068;Chemillé-sur-Dême;720;0
37069;Chemillé-sur-Indrois;215;0
37070;Chenonceaux;347;1
37071;Chezelles;135;0
37072;Chinon;8214;9
37073;Chisseaux;611;0
37074;Chouzé-sur-Loire;2080;3
37075;Cigogné;434;0
37076;Cinais;423;1
37077;Cinq-Mars-la-Pile;3510;2
37078;Ciran;417;0
37079;Civray-de-Touraine;1842;1
37080;Civray-sur-Esves;203;0
37081;Cléré-les-Pins;1416;1
37082;Continvoir;416;0
37083;Cormery;1777;2
37084;Couesmes;482;1
37085;Courçay;813;1
37086;Courcelles-de-Touraine;494;0
37087;Courcoué;262;0
37088;Couziers;118;0
37089;Cravant-les-Côteaux;684;1
37090;Crissay-sur-Manse;94;0
37091;La Croix-en-Touraine;2241;1
37092;Crotelles;696;0
37093;Crouzilles;540;0
37094;Cussay;574;0
37095;Dame-Marie-les-Bois;355;1
37096;Dierre;602;0
37097;Dolus-le-Sec;669;1
37098;Draché;745;1
37099;Druye;961;0
37100;Épeigné-les-Bois;436;0
37101;Épeigné-sur-Dême;165;0
37103;Esves-le-Moutier;149;0
37104;Esvres;5849;3
37105;Faye-la-Vineuse;255;1
37106;La Ferrière;308;0
37107;Ferrière-Larçon;250;0
37108;Ferrière-sur-Beaulieu;737;0
37109;Fondettes;10460;2
37110;Francueil;1372;1
37111;Genillé;1526;2
37112;Gizeux;400;2
37113;Le Grand-Pressigny;937;1
37114;La Guerche;183;1
37115;Descartes;3570;5
37116;Les Hermites;572;0
37117;Hommes;892;1
37118;Huismes;1510;1
37119;L'Île-Bouchard;1581;2
37121;Jaulnay;261;1
37122;Joué-lès-Tours;37505;19
37123;Langeais;4612;3
37124;Larçay;2437;1
37125;Lémeré;512;0
37126;Lerné;298;0
37127;Le Liège;361;1
37128;Lignières-de-Touraine;1299;1
37129;Ligré;1069;0
37130;Ligueil;2200;2
37131;Limeray;1286;1
37132;Loches;6283;8
37133;Loché-sur-Indrois;534;0
37134;Louans;634;1
37136;Le Louroux;525;0
37137;Lublé;145;0
37138;Lussault-sur-Loire;764;0
37139;Luynes;5143;2
37140;Luzé;256;0
37141;Luzillé;983;1
37142;Maillé;579;0
37143;Manthelan;1369;1
37144;Marçay;512;0
37145;Marcé-sur-Esves;244;0
37146;Marcilly-sur-Maulne;236;0
37147;Marcilly-sur-Vienne;549;0
37148;Marigny-Marmande;588;0
37149;Marray;463;2
37150;Mazières-de-Touraine;1299;1
37151;La Membrolle-sur-Choisille;3337;2
37152;Mettray;2022;1
37153;Monnaie;4369;2
37154;Montbazon;4202;2
37155;Monthodon;618;0
37156;Montlouis-sur-Loire;10628;5
37157;Montrésor;351;1
37158;Montreuil-en-Touraine;835;0
37159;Monts;7774;2
37160;Morand;352;0
37161;Mosnes;809;1
37162;Mouzay;477;0
37163;Nazelles-Négron;3575;3
37165;Neuil;438;0
37166;Neuillé-le-Lierre;805;1
37167;Neuillé-Pont-Pierre;1969;1
37168;Neuilly-le-Brignon;306;0
37169;Neuville-sur-Brenne;896;0
37170;Neuvy-le-Roi;1087;1
37171;Noizay;1146;0
37172;Notre-Dame-d'Oé;4085;1
37173;Nouans-les-Fontaines;759;1
37174;Nouâtre;829;1
37175;Nouzilly;1258;1
37176;Noyant-de-Touraine;1218;1
37177;Orbigny;748;1
37178;Panzoult;573;1
37179;Parçay-Meslay;2289;1
37180;Parçay-sur-Vienne;647;1
37181;Paulmy;232;0
37182;Pernay;1325;1
37183;Perrusson;1504;1
37184;Le Petit-Pressigny;333;1
37185;Pocé-sur-Cisse;1636;1
37186;Pont-de-Ruan;1157;0
37187;Ports;355;0
37188;Pouzay;865;2
37189;Preuilly-sur-Claise;1003;1
37190;Pussigny;169;0
37191;Razines;238;0
37192;Reignac-sur-Indre;1211;1
37193;Restigné;1264;1
37194;Reugny;1660;3
37195;La Riche;10370;5
37196;Richelieu;1755;3
37197;Rigny-Ussé;490;0
37198;Rillé;311;0
37199;Rilly-sur-Vienne;490;0
37200;Rivarennes;1016;1
37201;Rivière;714;0
37202;La Roche-Clermault;513;0
37203;Rochecorbon;3162;2
37204;Rouziers-de-Touraine;1292;1
37205;Saché;1380;1
37206;Saint-Antoine-du-Rocher;1714;1
37207;Saint-Aubin-le-Dépeint;304;0
37208;Saint-Avertin;14988;7
37210;Saint-Benoît-la-Forêt;852;0
37211;Saint-Branchs;2601;1
37212;Sainte-Catherine-de-Fierbois;754;3
37213;Saint-Christophe-sur-le-Nais;1126;0
37214;Saint-Cyr-sur-Loire;15763;6
37216;Saint-Épain;1557;1
37217;Saint-Étienne-de-Chigny;1583;2
37218;Saint-Flovier;572;1
37219;Saint-Genouph;1058;0
37220;Saint-Germain-sur-Vienne;381;0
37221;Saint-Hippolyte;641;1
37222;Saint-Jean-Saint-Germain;761;0
37223;Saint-Laurent-de-Lin;322;0
37224;Saint-Laurent-en-Gâtines;951;1
37225;Saint-Martin-le-Beau;3148;2
37226;Sainte-Maure-de-Touraine;4285;4
37228;Saint-Nicolas-de-Bourgueil;1112;1
37229;Saint-Nicolas-des-Motets;268;0
37230;Saint-Ouen-les-Vignes;1017;1
37231;Saint-Paterne-Racan;1661;1
37232;Coteaux-sur-Loire;1918;1
37233;Saint-Pierre-des-Corps;15866;12
37234;Saint-Quentin-sur-Indrois;512;0
37236;Saint-Règle;567;0
37237;Saint-Roch;1266;1
37238;Saint-Senoch;559;1
37240;Saunay;692;0
37241;Savigné-sur-Lathan;1362;1
37242;Savigny-en-Véron;1535;1
37243;Savonnières;3151;2
37244;Sazilly;239;0
37245;Semblançay;2172;1
37246;Sennevières;210;0
37247;Sepmes;635;1
37248;Seuilly;346;0
37249;Sonzay;1395;1
37250;Sorigny;2577;4
37251;Souvigné;844;0
37252;Souvigny-de-Touraine;389;0
37253;Sublaines;196;0
37254;Tauxigny-Saint-Bauld;1665;1
37255;Tavant;265;0
37256;Theneuil;297;0
37257;Thilouze;1689;1
37258;Thizay;282;0
37259;Tournon-Saint-Pierre;455;0
37260;La Tour-Saint-Gelin;527;0
37261;Tours;136565;89
37262;Trogues;317;0
37263;Truyes;2423;1
37264;Vallères;1233;0
37265;Varennes;246;0
37266;Veigné;6159;4
37267;Véretz;4441;2
37268;Verneuil-le-Château;127;0
37269;Verneuil-sur-Indre;486;1
37270;Vernou-sur-Brenne;2705;2
37271;Villaines-les-Rochers;1060;0
37272;Villandry;1105;2
37273;La Ville-aux-Dames;5434;2
37274;Villebourg;296;0
37275;Villedômain;116;0
37276;Villedômer;1384;1
37277;Villeloin-Coulangé;615;0
37278;Villeperdue;1012;1
37279;Villiers-au-Bouin;758;1
37280;Vou;202;2
37281;Vouvray;3234;2
37282;Yzeures-sur-Creuse;1401;2
38001;Les Abrets en Dauphiné;6289;5
38002;Les Adrets;1004;3
38003;Agnin;1100;0
38004;L'Albenc;1208;1
38005;Allemond;989;1
38006;Allevard;4148;3
38008;Ambel;25;0
38009;Anjou;1008;1
38010;Annoisin-Chatelans;666;0
38011;Anthon;1049;0
38012;Aoste;2873;4
38013;Apprieu;3280;4
38015;Artas;1813;1
38017;Assieu;1436;1
38018;Auberives-en-Royans;382;0
38019;Auberives-sur-Varèze;1487;1
38020;Auris;196;0
38022;Les Avenières Veyrins-Thuellin;7712;6
38023;Avignonet;196;0
38026;La Balme-les-Grottes;1041;0
38027;Barraux;1885;2
38029;La Bâtie-Montgascon;1904;1
38030;Beaucroissant;1652;1
38031;Beaufin;20;0
38032;Beaufort;556;0
38033;Beaulieu;628;0
38034;Beaurepaire;4906;4
38035;Beauvoir-de-Marc;1132;1
38036;Beauvoir-en-Royans;91;1
38037;Bellegarde-Poussieu;987;2
38038;Belmont;590;0
38039;Bernin;3097;2
38040;Besse;129;1
38041;Bessins;119;0
38042;Bévenais;1000;0
38043;Bilieu;1529;0
38044;Biol;1402;1
38045;Biviers;2322;0
38046;Bizonnes;948;1
38047;Blandin;144;0
38048;Bonnefamille;1107;0
38049;Bossieu;291;0
38050;Le Bouchage;624;0
38051;Bougé-Chambalud;1391;1
38052;Le Bourg-d'Oisans;3259;6
38053;Bourgoin-Jallieu;27651;24
38054;Bouvesse-Quirieu;1516;3
38055;Brangues;621;1
38056;Bressieux;92;0
38057;Bresson;684;0
38058;Brézins;2078;1
38059;Brié-et-Angonnes;2553;2
38060;Brion;141;0
38061;La Buisse;3133;1
38062;La Buissière;665;0
38063;Burcin;416;0
38064;Cessieu;2935;2
38065;Châbons;2086;1
38066;Chalon;178;0
38067;Chamagnieu;1651;1
38068;Champagnier;1235;0
38069;Champier;1390;2
38070;Le Champ-près-Froges;1209;1
38071;Champ-sur-Drac;3020;1
38072;Chanas;2581;1
38073;Chantepérier;210;0
38074;Chantesse;325;0
38075;Chapareillan;3007;2
38076;La Chapelle-de-la-Tour;1767;1
38077;La Chapelle-de-Surieu;751;0
38078;La Chapelle-du-Bard;564;0
38080;Charancieu;758;0
38081;Charantonnay;1882;1
38082;Charavines;1952;1
38083;Charette;463;0
38084;Charnècles;1472;1
38085;Charvieu-Chavagneux;9292;3
38086;Chasselay;411;1
38087;Chasse-sur-Rhône;5968;6
38089;Chassignieu;227;0
38090;Château-Bernard;272;0
38091;Châteauvilain;711;0
38092;Châtelus;87;0
38093;Châtenay;440;0
38094;Châtonnay;2098;1
38095;Chatte;2493;1
38097;Chavanoz;4608;2
38098;Chélieu;674;0
38099;Chevrières;712;1
38100;Le Cheylas;2586;1
38101;Cheyssieu;1025;0
38102;Chèzeneuve;554;0
38103;Chichilianne;295;1
38104;Chimilin;1473;1
38105;Chirens;2332;2
38106;Cholonge;328;0
38107;Chonas-l'Amballan;1676;1
38108;Choranche;121;1
38109;Chozeau;1047;0
38110;Chuzelles;2050;1
38111;Claix;8029;2
38112;Clavans-en-Haut-Oisans;105;0
38113;Clelles;557;1
38114;Clonas-sur-Varèze;1459;1
38115;Saint-Martin-de-la-Cluze;713;0
38116;Cognet;43;0
38117;Cognin-les-Gorges;637;1
38118;Colombe;1540;0
38120;La Combe-de-Lancey;697;2
38124;Corbelin;2226;2
38126;Corenc;3996;2
38127;Cornillon-en-Trièves;167;0
38128;Corps;483;1
38129;Corrençon-en-Vercors;351;1
38130;La Côte-Saint-André;4805;3
38131;Les Côtes-d'Arey;2004;1
38132;Les Côtes-de-Corps;68;0
38133;Coublevie;4668;3
38134;Cour-et-Buis;853;1
38135;Courtenay;1276;0
38136;Crachier;501;0
38137;Cras;443;0
38138;Crémieu;3297;4
38139;Creys-Mépieu;1523;0
38140;Crolles;8296;5
38141;Culin;739;2
38144;Diémoz;2692;3
38146;Dizimieu;842;0
38147;Doissin;886;0
38148;Dolomieu;3123;1
38149;Domarin;1608;4
38150;Domène;6742;8
38151;Échirolles;35855;19
38152;Eclose-Badinières;1404;1
38153;Engins;469;0
38154;Entraigues;234;2
38155;Entre-deux-Guiers;1709;2
38156;Les Éparres;992;1
38157;Estrablin;3332;4
38158;Eybens;10391;7
38159;Eydoche;531;0
38160;Eyzin-Pinet;2228;1
38161;Faramans;1035;1
38162;Faverges-de-la-Tour;1388;1
38163;Le Haut-Bréda;403;1
38166;La Flachère;487;0
38167;Flachères;520;0
38169;Fontaine;22411;14
38170;Fontanil-Cornillon;2722;1
38171;La Forteresse;323;0
38172;Four;1495;0
38173;Le Freney-d'Oisans;252;0
38174;La Frette;1112;1
38175;Froges;3300;2
38176;Frontonas;2049;1
38177;La Garde;98;0
38179;Gières;6601;4
38180;Gillonnay;1015;0
38181;Goncelin;2379;1
38182;Le Grand-Lemps;3096;1
38183;Granieu;491;0
38184;Grenay;1596;1
38185;Grenoble;158180;122
38186;Gresse-en-Vercors;396;1
38187;Le Gua;1796;1
38188;Herbeys;1360;0
38189;Heyrieux;4695;5
38190;Hières-sur-Amby;1219;0
38191;Huez;1303;7
38192;Hurtières;166;0
38193;L'Isle-d'Abeau;16074;6
38194;Izeaux;2150;2
38195;Izeron;714;1
38197;Janneyrias;1796;1
38198;Jarcieu;1027;0
38199;Jardin;2232;1
38200;Jarrie;3734;2
38203;Laffrey;445;0
38204;Lalley;197;0
38205;Lans-en-Vercors;2645;2
38206;Laval;986;0
38207;Lavaldens;157;0
38208;Lavars;149;0
38209;Lentiol;216;0
38210;Leyrieu;818;0
38211;Lieudieu;343;0
38212;Livet-et-Gavet;1304;0
38213;Longechenal;564;0
38214;Lumbin;2129;1
38215;Luzinay;2319;1
38216;Malleval-en-Vercors;53;0
38217;Marcieu;73;0
38218;Marcilloles;1071;1
38219;Marcollin;668;0
38221;Marnans;148;0
38222;Massieu;743;0
38223;Maubec;1724;1
38224;Mayres-Savel;108;0
38225;Autrans-Méaudre en Vercors;2969;3
38226;Mens;1397;2
38228;Merlas;494;0
38229;Meylan;17115;6
38230;Meyrié;1006;1
38231;Meyrieu-les-Étangs;991;0
38232;Meyssiez;634;0
38235;Miribel-Lanchâtre;422;0
38236;Miribel-les-Échelles;1720;1
38237;Mizoën;192;0
38238;Moidieu-Détourbe;1862;1
38239;Moirans;8042;5
38240;Moissieu-sur-Dolon;692;0
38241;Monestier-d'Ambel;23;0
38242;Monestier-de-Clermont;1427;1
38243;Le Monestier-du-Percy;250;0
38244;Monsteroux-Milieu;789;0
38245;Montagne;266;0
38246;Montagnieu;1054;1
38247;Montalieu-Vercieu;3379;2
38248;Montaud;552;0
38249;Montbonnot-Saint-Martin;5015;3
38250;Montcarra;530;0
38252;Montchaboud;349;0
38253;Les Deux Alpes;1905;7
38254;Monteynard;492;0
38255;Montfalcon;128;0
38256;Montferrat;1763;2
38257;Montrevel;456;0
38258;Mont-Saint-Martin;80;0
38259;Montseveroux;957;0
38260;Moras;507;0
38261;Morestel;4425;4
38263;Morette;420;0
38264;La Morte;130;0
38265;La Motte-d'Aveillans;1724;1
38266;La Motte-Saint-Martin;440;0
