Code;Libellé;Population municipale 2016;Boulangerie 2017
79336;Vançais;225;0
79337;Le Vanneau-Irleau;876;3
79338;Vanzay;223;0
79339;Vasles;1684;1
79340;Vausseroux;330;0
79341;Vautebis;115;0
79342;Vernoux-en-Gâtine;568;1
79343;Vernoux-sur-Boutonne;222;0
79345;Verruyes;910;2
79346;Le Vert;128;0
79347;Viennay;1095;0
79348;Villefollet;212;0
79349;Villemain;152;0
79350;Villiers-en-Bois;125;0
79351;Villiers-en-Plaine;1770;1
79352;Villiers-sur-Chizé;160;0
79354;Vouhé;397;0
79355;Vouillé;3283;1
79357;Xaintray;223;0
80001;Abbeville;23231;23
80002;Ablaincourt-Pressoir;269;0
80003;Acheux-en-Amiénois;606;0
80004;Acheux-en-Vimeu;528;0
80005;Agenville;95;0
80006;Agenvillers;218;0
80008;Aigneville;881;0
80009;Ailly-le-Haut-Clocher;951;1
80010;Ailly-sur-Noye;2849;2
80011;Ailly-sur-Somme;2994;2
80013;Airaines;2371;2
80014;Aizecourt-le-Bas;57;0
80015;Aizecourt-le-Haut;68;0
80016;Albert;9951;7
80017;Allaines;457;0
80018;Allenay;260;0
80019;Allery;797;0
80020;Allonville;741;0
80021;Amiens;133755;86
80022;Andainville;242;0
80023;Andechy;262;0
80024;Argoeuves;547;1
80025;Argoules;325;0
80026;Arguel;29;0
80027;Armancourt;31;0
80028;Arquèves;166;0
80029;Arrest;862;0
80030;Arry;208;0
80031;Arvillers;785;1
80032;Assainvillers;114;0
80033;Assevillers;293;0
80034;Athies;595;0
80035;Aubercourt;84;0
80036;Aubigny;480;0
80037;Aubvillers;140;0
80038;Auchonvillers;143;0
80039;Ault;1498;2
80040;Aumâtre;181;0
80041;Aumont;141;0
80042;Autheux;124;0
80043;Authie;297;0
80044;Authieule;410;0
80045;Authuille;167;0
80046;Avelesges;58;0
80047;Aveluy;523;0
80048;Avesnes-Chaussoy;64;0
80049;Ayencourt;189;0
80050;Bacouel-sur-Selle;504;0
80051;Bailleul;274;0
80052;Baizieux;201;0
80053;Balâtre;77;0
80054;Barleux;227;0
80055;Barly;173;0
80056;Bavelincourt;116;0
80057;Bayencourt;80;0
80058;Bayonvillers;346;0
80059;Bazentin;80;0
80060;Béalcourt;103;0
80061;Beaucamps-le-Jeune;213;0
80062;Beaucamps-le-Vieux;1419;2
80063;Beauchamps;999;1
80064;Beaucourt-en-Santerre;182;0
80065;Beaucourt-sur-l'Ancre;98;0
80066;Beaucourt-sur-l'Hallue;287;1
80067;Beaufort-en-Santerre;203;0
80068;Beaumetz;230;0
80069;Beaumont-Hamel;215;0
80070;Beauquesne;1360;1
80071;Beauval;2096;1
80073;Bécordel-Bécourt;161;0
80074;Becquigny;125;0
80076;Béhen;500;0
80077;Béhencourt;335;0
80078;Bellancourt;514;0
80079;Belleuse;359;0
80080;Belloy-en-Santerre;152;0
80081;Belloy-Saint-Léonard;93;0
80082;Belloy-sur-Somme;754;0
80083;Bergicourt;151;0
80084;Bermesnil;223;0
80085;Bernâtre;30;0
80086;Bernaville;1083;1
80087;Bernay-en-Ponthieu;231;0
80088;Bernes;353;0
80089;Berneuil;258;0
80090;Berny-en-Santerre;155;0
80092;Bertangles;598;0
80093;Berteaucourt-les-Dames;1161;0
80094;Berteaucourt-lès-Thennes;437;1
80095;Bertrancourt;229;0
80096;Béthencourt-sur-Mer;971;1
80097;Béthencourt-sur-Somme;129;0
80098;Bettembos;99;0
80099;Bettencourt-Rivière;224;0
80100;Bettencourt-Saint-Ouen;624;0
80101;Beuvraignes;860;0
80102;Biaches;380;0
80103;Biarre;67;0
80104;Biencourt;133;0
80105;Billancourt;176;0
80106;Blangy-sous-Poix;184;0
80107;Blangy-Tronville;553;0
80108;Boisbergues;80;0
80109;Le Boisle;360;0
80110;Boismont;479;0
80112;Bonnay;235;0
80113;Bonneville;330;0
80114;Bosquel;333;0
80115;Bouchavesnes-Bergen;298;0
80116;Bouchoir;305;0
80117;Bouchon;152;0
80118;Boufflers;125;0
80119;Bougainville;446;0
80120;Bouillancourt-en-Séry;557;0
80121;Bouillancourt-la-Bataille;154;0
80122;Bouquemaison;506;1
80123;Bourdon;396;0
80124;Bourseville;696;0
80125;Boussicourt;86;0
80126;Bouttencourt;938;0
80127;Bouvaincourt-sur-Bresle;852;1
80128;Bouvincourt-en-Vermandois;154;0
80129;Bouzincourt;555;0
80130;Bovelles;438;0
80131;Boves;3138;2
80132;Braches;258;0
80133;Brailly-Cornehotte;243;0
80134;Brassy;73;0
80135;Bray-lès-Mareuil;238;0
80136;Bray-sur-Somme;1275;1
80137;Breilly;616;0
80138;Bresle;130;0
80139;Breuil;47;0
80140;Brévillers;109;0
80141;Brie;334;2
80142;Briquemesnil-Floxicourt;244;0
80143;Brocourt;100;0
80144;Brouchy;519;0
80145;Brucamps;140;0
80146;Brutelles;205;0
80147;Buigny-l'Abbé;317;0
80148;Buigny-lès-Gamaches;421;0
80149;Buigny-Saint-Maclou;515;0
80150;Buire-Courcelles;238;0
80151;Buire-sur-l'Ancre;310;0
80152;Bus-la-Mésière;177;0
80153;Bus-lès-Artois;135;0
80154;Bussu;213;0
80155;Bussus-Bussuel;299;0
80156;Bussy-lès-Daours;372;0
80157;Bussy-lès-Poix;99;0
80158;Buverchy;46;0
80159;Cachy;274;0
80160;Cagny;1202;1
80161;Cahon;199;0
80162;Caix;760;1
80163;Cambron;733;0
80164;Camon;4397;2
80165;Camps-en-Amiénois;185;0
80166;Canaples;705;0
80167;Canchy;324;0
80168;Candas;1094;1
80169;Cannessières;72;0
80170;Cantigny;116;0
80171;Caours;603;0
80172;Cappy;527;1
80173;Cardonnette;502;0
80174;Le Cardonnois;84;0
80176;Carrépuis;274;0
80177;Cartigny;760;0
80179;Caulières;199;0
80180;Cavillon;103;0
80181;Cayeux-en-Santerre;120;0
80182;Cayeux-sur-Mer;2491;3
80183;Cerisy-Buleux;267;0
80184;Cerisy;529;0
80185;Champien;268;0
80186;Chaulnes;2014;2
80187;La Chaussée-Tirancourt;659;0
80188;Chaussoy-Epagny;576;0
80189;La Chavatte;74;0
80190;Chépy;1266;0
80191;Chilly;187;0
80192;Chipilly;173;0
80193;Chirmont;121;0
80194;Chuignes;135;0
80195;Chuignolles;154;0
80196;Citerne;244;0
80197;Cizancourt;35;0
80198;Clairy-Saulchoix;366;0
80199;Cléry-sur-Somme;558;0
80200;Cocquerel;232;0
80201;Coigneux;49;0
80202;Coisy;331;0
80203;Colincamps;88;0
80204;Combles;782;1
80205;Condé-Folie;916;0
80206;Contalmaison;118;0
80207;Contay;366;0
80208;Conteville;207;0
80210;Contre;159;0
80211;Conty;1722;1
80212;Corbie;6288;3
80213;Cottenchy;579;0
80214;Coullemelle;339;0
80215;Coulonvillers;236;0
80216;Courcelette;153;0
80217;Courcelles-au-Bois;82;0
80218;Courcelles-sous-Moyencourt;133;0
80219;Courcelles-sous-Thoix;67;0
80220;Courtemanche;101;0
80221;Cramont;304;0
80222;Crécy-en-Ponthieu;1469;2
80223;Crémery;113;0
80224;Cressy-Omencourt;122;0
80225;Creuse;188;0
80226;Croix-Moligneaux;288;0
80227;Croixrault;428;0
80228;Le Crotoy;2044;5
80229;Crouy-Saint-Pierre;338;0
80230;Curchy;296;0
80231;Curlu;159;0
80232;Damery;239;0
80233;Dancourt-Popincourt;152;0
80234;Daours;814;1
80235;Dargnies;1270;0
80236;Davenescourt;562;0
80237;Démuin;477;0
80238;Dernancourt;534;0
80239;Devise;50;0
80240;Doingt;1431;0
80241;Domart-en-Ponthieu;1114;1
80242;Domart-sur-la-Luce;428;0
80243;Domesmont;49;0
80244;Dominois;180;0
80245;Domléger-Longvillers;294;0
80246;Dommartin;349;0
80247;Dompierre-Becquincourt;703;0
80248;Dompierre-sur-Authie;406;0
80249;Domqueur;309;0
80250;Domvast;349;0
80251;Doudelainville;333;0
80252;Douilly;236;0
80253;Doullens;6279;4
80256;Dreuil-lès-Amiens;1620;1
80258;Driencourt;95;0
80259;Dromesnil;99;0
80260;Drucat;917;0
80261;Dury;1366;4
80262;Eaucourt-sur-Somme;422;0
80263;L'Échelle-Saint-Aurin;54;0
80264;Éclusier-Vaux;81;0
80265;Embreville;562;0
80266;Englebelmer;302;0
80267;Ennemain;257;0
80268;Épagne-Épagnette;555;0
80269;Épaumesnil;132;0
80270;Épécamps;5;0
80271;Épehy;1176;0
80272;Épénancourt;123;0
80273;Éplessier;370;0
80274;Eppeville;1825;1
80275;Équancourt;297;0
80276;Équennes-Éramecourt;299;0
80278;Erches;186;0
80279;Ercheu;796;0
80280;Ercourt;121;0
80281;Ergnies;180;0
80282;Érondelle;502;0
80283;Esclainvillers;168;0
80284;Esmery-Hallon;776;0
80285;Essertaux;264;0
80287;Estréboeuf;244;0
80288;Estrées-Deniécourt;325;0
80290;Estrées-lès-Crécy;390;0
80291;Estrées-sur-Noye;274;0
80292;Étalon;136;0
80293;Ételfay;380;0
80294;Éterpigny;173;0
80295;Étinehem-Méricourt;587;0
80296;L'Étoile;1223;0
80297;Étréjust;46;0
80298;Étricourt-Manancourt;527;0
80299;La Faloise;223;0
80300;Falvy;148;0
80301;Famechon;260;0
80302;Faverolles;157;0
80303;Favières;462;0
80304;Fay;105;0
80305;Ferrières;474;1
80306;Fescamps;141;0
80307;Feuillères;146;0
80308;Feuquières-en-Vimeu;2580;1
80310;Fienvillers;679;0
80311;Fignières;153;0
80312;Fins;279;0
80313;Flaucourt;291;0
80314;Flers;189;0
80315;Flers-sur-Noye;512;0
80316;Flesselles;2083;2
80317;Fleury;228;0
80318;Flixecourt;3142;2
80319;Fluy;321;0
80320;Folies;142;0
80321;Folleville;147;0
80322;Fonches-Fonchette;163;0
80324;Fontaine-le-Sec;154;0
80325;Fontaine-lès-Cappy;52;0
80326;Fontaine-sous-Montdidier;108;0
80327;Fontaine-sur-Maye;163;0
80328;Fontaine-sur-Somme;514;0
80329;Forceville;174;0
80330;Forceville-en-Vimeu;240;0
80331;Forest-l'Abbaye;296;0
80332;Forest-Montiers;400;0
80333;Fort-Mahon-Plage;1219;5
80334;Fossemanant;95;0
80335;Foucaucourt-en-Santerre;280;0
80336;Foucaucourt-Hors-Nesle;77;0
80337;Fouencamps;214;0
80338;Fouilloy;1847;1
80339;Fouquescourt;164;0
80340;Fourcigny;189;0
80341;Fourdrinoy;425;0
80342;Framerville-Rainecourt;462;0
80343;Framicourt;183;0
80344;Francières;200;0
80345;Franleu;543;0
80346;Franqueville;182;0
80347;Fransart;149;0
80348;Fransu;171;0
80349;Fransures;134;0
80350;Franvillers;519;1
80351;Fréchencourt;267;0
80352;Frémontiers;153;0
80353;Fresnes-Mazancourt;136;0
80354;Fresnes-Tilloloy;202;0
80355;Fresneville;105;0
80356;Fresnoy-Andainville;87;0
80357;Fresnoy-au-Val;244;0
80358;Fresnoy-en-Chaussée;153;0
80359;Fresnoy-lès-Roye;294;0
80360;Fressenneville;2219;3
80361;Frettecuisse;74;0
80362;Frettemeule;320;0
80364;Friaucourt;772;0
80365;Fricamps;173;0
80366;Fricourt;495;1
80367;Frise;186;0
80368;Friville-Escarbotin;4638;3
80369;Frohen-sur-Authie;231;0
80371;Froyelles;110;0
80372;Frucourt;132;0
80373;Gamaches;2596;4
80374;Gapennes;276;0
80375;Gauville;349;0
80376;Gentelles;629;0
80377;Gézaincourt;419;0
80378;Ginchy;62;0
80379;Glisy;714;1
80380;Gorenflos;250;0
80381;Gorges;42;0
80383;Goyencourt;95;0
80384;Grandcourt;178;0
80385;Grand-Laviers;420;0
80386;Gratibus;183;0
80387;Grattepanche;313;0
80388;Grébault-Mesnil;223;0
80390;Grivesnes;398;0
80391;Grivillers;83;0
80392;Grouches-Luchuel;595;0
80393;Gruny;325;0
80395;Guerbigny;300;0
80396;Gueschart;317;0
80397;Gueudecourt;94;0
80399;Guignemicourt;331;0
80400;Guillaucourt;426;1
80401;Guillemont;140;0
80402;Guizancourt;122;0
80403;Guyencourt-sur-Noye;173;0
80404;Guyencourt-Saulcourt;143;0
80405;Hailles;418;0
80406;Hallencourt;1343;0
80407;Hallivillers;153;0
80408;Halloy-lès-Pernois;347;0
80409;Hallu;190;0
80410;Ham;4640;3
80411;Le Hamel;504;0
80412;Hamelet;626;0
80413;Hancourt;95;0
80414;Hangard;123;0
80415;Hangest-en-Santerre;1018;1
80416;Hangest-sur-Somme;758;1
80417;Harbonnières;1645;1
80418;Hardecourt-aux-Bois;84;0
80420;Harponville;186;0
80421;Hattencourt;289;0
80422;Hautvillers-Ouville;584;2
80423;Havernas;400;0
80424;Hébécourt;540;0
80425;Hédauville;125;0
80426;Heilly;418;0
80427;Hem-Hardinval;357;0
80428;Hem-Monacu;125;0
80429;Hénencourt;195;0
80430;Herbécourt;218;0
80431;Hérissart;610;0
80432;Herleville;187;0
80433;Herly;46;0
80434;Hervilly;181;0
80435;Hesbécourt;56;0
80436;Hescamps;520;0
80437;Heucourt-Croquoison;122;0
80438;Heudicourt;519;0
80439;Heuzecourt;171;0
80440;Hiermont;151;0
80442;Hombleux;1173;2
80443;Hornoy-le-Bourg;1671;1
80444;Huchenneville;669;0
80445;Humbercourt;269;0
80446;Huppy;805;1
80449;Ignaucourt;78;0
80450;Inval-Boiron;114;0
80451;Irles;107;0
80452;Jumel;516;0
80453;Laboissière-en-Santerre;156;0
80455;Lachapelle;81;0
80456;Lafresguimont-Saint-Martin;545;0
80458;Lahoussoye;481;0
80459;Laleu;115;0
80460;Lamaronde;63;0
80461;Lamotte-Brebière;227;1
80462;Lamotte-Buleux;348;0
80463;Lamotte-Warfusée;704;0
80464;Lanchères;909;1
80465;Languevoisin-Quiquery;191;0
80466;Lanches-Saint-Hilaire;129;0
80467;Laucourt;198;0
80468;Laviéville;172;0
80469;Lawarde-Mauger-l'Hortoy;178;0
80470;Léalvillers;167;0
80472;Lesboeufs;174;0
80473;Liancourt-Fosse;294;0
80474;Licourt;397;1
80475;Liéramont;233;0
80476;Liercourt;356;0
80477;Ligescourt;222;0
80478;Lignières;132;0
80479;Lignières-Châtelain;380;0
80480;Lignières-en-Vimeu;110;0
80481;Lihons;437;0
80482;Limeux;143;0
80484;Liomer;402;0
80485;Ô-de-Selle;1222;1
80486;Long;624;0
80487;Longavesnes;89;0
80488;Longpré-les-Corps-Saints;1656;4
80489;Longueau;5550;2
80490;Longueval;276;0
80491;Longuevillette;76;0
80493;Louvencourt;278;0
80494;Louvrechy;199;0
80495;Lucheux;538;0
80496;Machiel;165;0
80497;Machy;131;0
80498;Mailly-Maillet;619;1
80499;Mailly-Raineval;298;0
80500;Maisnières;513;0
80501;Maison-Ponthieu;266;0
80502;Maison-Roland;108;0
80503;Maizicourt;194;0
80504;Malpart;81;0
80505;Carnoy-Mametz;283;0
80507;Marcelcave;1190;1
80508;Marché-Allouarde;56;0
80509;Marchélepot-Misery;600;0
80511;Marestmontiers;113;0
80512;Mareuil-Caubert;820;1
80513;Maricourt;177;0
80514;Marieux;118;0
80515;Marlers;139;0
80516;Marquaix;207;0
80517;Marquivillers;185;0
80518;Martainneville;428;0
80519;Matigny;500;0
80520;Maucourt;180;0
80521;Maurepas;189;0
80522;Le Mazis;106;0
80523;Méaulte;1266;1
80524;Méharicourt;585;0
80525;Meigneux;173;0
80526;Le Meillard;154;0
80527;Méneslies;314;0
80528;Méréaucourt;6;0
80529;Mérélessart;198;2
80530;Méricourt-l'Abbé;599;0
80531;Méricourt-en-Vimeu;102;0
80533;Mers-les-Bains;2820;3
80535;Le Mesge;180;0
80536;Mesnil-Bruntel;289;0
80537;Mesnil-Domqueur;87;0
80538;Mesnil-en-Arrouaise;128;0
80540;Mesnil-Martinsart;234;0
80541;Mesnil-Saint-Georges;185;0
80542;Mesnil-Saint-Nicaise;562;0
80543;Métigny;121;0
80544;Mézerolles;189;0
80545;Mézières-en-Santerre;581;1
80546;Miannay;560;0
80547;Millencourt;214;0
80548;Millencourt-en-Ponthieu;361;0
80549;Miraumont;669;0
80550;Mirvaux;151;0
80552;Moislains;1206;1
80553;Molliens-au-Bois;321;0
80554;Molliens-Dreuil;934;1
80555;Monchy-Lagache;664;1
80556;Mons-Boubert;558;0
80557;Estrées-Mons;601;0
80558;Monsures;227;0
80559;Montagne-Fayel;152;0
80560;Montauban-de-Picardie;225;0
80561;Montdidier;6274;4
80562;Montigny-sur-l'Hallue;211;0
80563;Montigny-les-Jongleurs;94;0
80565;Montonvillers;84;0
80566;Fieffes-Montrelet;320;0
80568;Morchain;353;0
80569;Morcourt;300;0
80570;Moreuil;3992;3
80571;Morisel;509;0
80572;Morlancourt;372;0
80573;Morvillers-Saint-Saturnin;406;0
80574;Mouflers;93;0
80575;Mouflières;89;0
80576;Moyencourt;315;0
80577;Moyencourt-lès-Poix;180;0
80578;Moyenneville;715;0
80579;Muille-Villette;823;0
80580;Nampont;252;0
80582;Namps-Maisnil;991;0
80583;Nampty;282;0
80584;Naours;1079;0
80585;Nesle;2358;2
80586;Nesle-l'Hôpital;157;0
80587;Neslette;83;0
80588;Neufmoulin;362;0
80589;Neuilly-le-Dien;96;0
80590;Neuilly-l'Hôpital;321;0
80591;Neuville-au-Bois;153;0
80592;Neuville-Coppegueule;526;0
80593;La Neuville-lès-Bray;266;0
80595;La Neuville-Sire-Bernard;281;0
80596;Neuvillette;218;0
80597;Nibas;852;0
80598;Nouvion;1318;1
80599;Noyelles-en-Chaussée;246;0
80600;Noyelles-sur-Mer;727;0
80601;Nurlu;398;0
80602;Occoches;125;0
80603;Ochancourt;314;0
80604;Offignies;71;0
80605;Offoy;221;0
80606;Oisemont;1175;1
80607;Oissy;226;0
80609;Oneux;379;0
80611;Oresmaux;913;1
80613;Oust-Marest;629;0
80614;Outrebois;309;0
80615;Ovillers-la-Boisselle;448;0
80616;Pargny;204;0
80617;Parvillers-le-Quesnoy;234;1
80618;Pendé;1083;1
80619;Pernois;730;0
80620;Péronne;7628;6
80621;Hypercourt;728;0
80622;Picquigny;1357;2
80623;Piennes-Onvillers;364;0
80624;Pierregot;278;0
80625;Trois-Rivières;1490;1
80626;Pissy;276;0
80627;Plachy-Buyon;903;1
80628;Le Plessier-Rozainvillers;749;0
80629;Poeuilly;128;0
80630;Poix-de-Picardie;2406;2
80631;Ponches-Estruval;106;0
80632;Pont-de-Metz;2399;0
80633;Ponthoile;618;0
80634;Pont-Noyelles;849;0
80635;Pont-Remy;1474;1
80637;Port-le-Grand;282;0
80638;Potte;105;0
80639;Poulainville;1184;1
80640;Pozières;263;0
80642;Prouville;305;0
80643;Prouzel;542;0
80644;Proyart;697;1
80645;Puchevillers;552;0
80646;Punchy;86;0
80647;Puzeaux;300;0
80648;Pys;119;0
80649;Quend;1387;0
80650;Querrieu;651;1
80651;Le Quesne;271;0
80652;Le Quesnel;798;0
80654;Quesnoy-le-Montant;574;1
80655;Quesnoy-sur-Airaines;443;0
80656;Quevauvillers;1111;1
80657;Quiry-le-Sec;326;1
80658;Quivières;144;0
80659;Raincheval;287;0
80661;Rainneville;974;1
80662;Ramburelles;275;0
80663;Rambures;348;0
80664;Rancourt;201;0
80665;Regnière-Écluse;127;0
80666;Remaisnil;28;0
80667;Remaugies;132;0
80668;Remiencourt;178;0
80669;Rethonvillers;360;0
80670;Revelles;524;0
80671;Ribeaucourt;257;0
80672;Ribemont-sur-Ancre;667;0
80673;Riencourt;177;0
80674;Rivery;3544;1
80675;Rogy;128;0
80676;Roiglise;156;0
80677;Roisel;1656;2
80678;Rollot;741;2
80679;Ronssoy;587;2
80680;Rosières-en-Santerre;3008;3
80681;Rouvrel;304;0
80682;Rouvroy-en-Santerre;211;0
80683;Rouy-le-Grand;109;0
80684;Rouy-le-Petit;114;0
80685;Roye;5864;4
80686;Rubempré;723;0
80687;Rubescourt;134;0
80688;Rue;3106;4
80690;Rumigny;594;0
80691;Saigneville;413;0
80692;Sailly-Flibeaucourt;1039;1
80693;Sailly-Laurette;307;0
80694;Sailly-le-Sec;351;0
80695;Sailly-Saillisel;475;0
80696;Sains-en-Amiénois;1197;1
80697;Saint-Acheul;26;0
80698;Saint-Aubin-Montenoy;227;0
80699;Saint-Aubin-Rivière;111;0
80700;Saint-Blimont;878;0
80701;Saint-Christ-Briost;439;0
80702;Saint-Fuscien;1101;0
80703;Saint-Germain-sur-Bresle;206;0
80704;Saint-Gratien;375;0
80705;Saint-Léger-lès-Authie;93;0
80706;Saint-Léger-lès-Domart;1853;0
80707;Saint-Léger-sur-Bresle;84;0
80708;Saint-Mard;171;0
80709;Saint-Maulvis;268;0
80710;Saint-Maxent;383;0
80711;Saint-Ouen;1910;1
80713;Saint-Quentin-en-Tourmont;290;0
80714;Saint-Quentin-la-Motte-Croix-au-Bailly;1291;1
80716;Saint-Riquier;1247;2
80717;Saint-Sauflieu;1005;1
80718;Saint-Sauveur;1399;0
80719;Sainte-Segrée;59;0
80721;Saint-Valery-sur-Somme;2562;8
80722;Saint-Vaast-en-Chaussée;499;0
80723;Saisseval;240;0
80724;Saleux;2861;1
80725;Salouël;4044;1
80726;Sancourt;264;0
80728;Saulchoy-sous-Poix;70;0
80729;Sauvillers-Mongival;174;0
80730;Saveuse;917;0
80732;Senarpont;664;1
80733;Senlis-le-Sec;297;0
80734;Sentelie;205;0
80735;Seux;169;0
80736;Sorel-en-Vimeu;217;0
80737;Sorel;163;0
80738;Soues;128;0
80740;Sourdon;313;0
80741;Soyécourt;175;0
80742;Surcamps;65;0
80743;Suzanne;182;0
80744;Tailly;59;0
80746;Talmas;1067;0
80747;Templeux-la-Fosse;141;0
80748;Templeux-le-Guérard;173;0
80749;Terramesnil;304;0
80750;Tertry;165;0
80751;Thennes;535;0
80752;Thézy-Glimont;623;0
80753;Thiepval;131;0
80754;Thieulloy-l'Abbaye;367;0
80755;Thieulloy-la-Ville;143;0
80756;Thièvres;62;0
80757;Thoix;144;0
80758;Thory;189;0
80759;Tilloloy;351;0
80760;Tilloy-Floriville;395;0
80762;Tincourt-Boucly;359;0
80763;Le Titre;368;0
80764;Toeufles;303;0
80765;Tours-en-Vimeu;835;0
80766;Toutencourt;472;0
80767;Le Translay;245;0
80769;Treux;249;0
80770;Tully;559;0
80771;Ugny-l'Équipée;41;0
80773;Vadencourt;97;0
80774;Vaire-sous-Corbie;284;0
80775;Valines;636;0
80776;Varennes;220;0
80777;Vauchelles-lès-Authie;157;0
80778;Vauchelles-lès-Domart;122;0
80779;Vauchelles-les-Quesnoy;847;1
80780;Vaudricourt;395;0
80781;Vauvillers;257;0
80782;Vaux-en-Amiénois;404;0
80783;Vaux-Marquenneville;86;0
80784;Vaux-sur-Somme;309;0
80785;Vecquemont;538;0
80786;Velennes;147;0
80787;Vercourt;93;0
80788;Vergies;158;0
80789;Vermandovillers;148;0
80790;Verpillières;158;0
80791;Vers-sur-Selle;728;0
80792;La Vicogne;253;0
80793;Vignacourt;2361;2
80794;Villecourt;58;0
80795;Ville-le-Marclet;475;0
80796;Villeroy;193;0
80797;Villers-aux-Érables;121;0
80798;Villers-Bocage;1408;1
80799;Villers-Bretonneux;4425;2
80800;Villers-Campsart;152;0
80801;Villers-Carbonnel;349;0
80802;Villers-Faucon;611;0
80803;Villers-lès-Roye;277;1
80804;Villers-sous-Ailly;185;0
80805;Villers-Tournelle;157;0
80806;Villers-sur-Authie;476;0
80807;Ville-sur-Ancre;270;0
80808;Vironchaux;487;0
80809;Vismes;486;0
80810;Vitz-sur-Authie;127;0
80811;Voyennes;611;1
80812;Vraignes-en-Vermandois;144;0
80813;Vraignes-lès-Hornoy;94;0
80814;Vrély;429;0
80815;Vron;839;1
80819;Wargnies;91;0
80820;Warloy-Baillon;762;1
80821;Warlus;223;0
80822;Warsy;142;0
80823;Warvillers;147;0
80824;Wiencourt-l'Équipée;260;0
80825;Wiry-au-Mont;121;0
80826;Woignarue;835;0
80827;Woincourt;1297;1
80828;Woirel;57;0
80829;Y;93;0
80830;Yaucourt-Bussus;247;0
80832;Yvrench;305;0
80833;Yvrencheux;128;0
80834;Yzengremer;505;0
80835;Yzeux;267;0
80836;Yonval;227;0
81001;Aguts;218;0
81002;Aiguefonde;2522;2
81003;Alban;938;3
81004;Albi;49024;54
81005;Albine;504;0
81006;Algans;205;0
81007;Alos;92;0
81008;Almayrac;288;0
81009;Amarens;68;0
81010;Ambialet;455;0
81011;Ambres;986;2
81012;Andillac;123;0
81013;Andouque;398;0
81014;Anglès;508;1
81015;Appelle;71;1
81016;Arfons;172;0
81017;Arifat;166;0
81018;Arthès;2488;2
81019;Assac;144;0
81020;Aussac;259;0
81021;Aussillon;5968;3
81022;Bannières;209;0
81023;Barre;206;0
81024;Beauvais-sur-Tescou;349;0
81025;Belcastel;229;0
81026;Bellegarde-Marsal;719;0
81027;Belleserre;164;0
81028;Berlats;104;0
81029;Bernac;187;0
81030;Bertre;121;0
81031;Le Bez;838;1
81032;Blan;1121;1
81033;Blaye-les-Mines;3009;0
81034;Boissezon;402;0
81035;Bournazel;179;0
81036;Bout-du-Pont-de-Larn;1261;0
81037;Brassac;1281;3
81038;Brens;2296;1
81039;Briatexte;2007;2
81040;Brousse;417;1
81041;Broze;116;0
81042;Burlats;2127;1
81043;Busque;752;0
81044;Cabanès;285;0
81045;Les Cabannes;369;0
81046;Cadalen;1528;1
81047;Cadix;231;0
81048;Cagnac-les-Mines;2532;1
81049;Cahuzac;388;0
81050;Cambon-lès-Lavaur;335;0
81051;Cahuzac-sur-Vère;1144;1
81052;Cambon;2122;1
81053;Cambounès;329;0
81054;Cambounet-sur-le-Sor;921;0
81055;Les Cammazes;331;0
81056;Campagnac;152;0
81058;Carbes;228;0
81059;Carlus;682;1
81060;Carmaux;9356;8
81061;Castanet;202;0
81062;Fontrieu;943;1
81063;Castelnau-de-Lévis;1571;0
81064;Castelnau-de-Montmiral;1038;0
